variant,key,iterations,vary_x1,vary_x2,metric,y1,y2,elasticity
alloc,prlimit64,100,1000000,5000000,usec_per_iter,0.15,0.27,0.3652123889719704
alloc,prlimit64,100,5000000,10000000,usec_per_iter,0.27,0.0,nan
alloc,read,100,1000000,5000000,usec_per_iter,0.71,0.87,0.126272806203445
alloc,read,100,5000000,10000000,usec_per_iter,0.87,1.98,1.186413124230881
alloc,rseq,100,1000000,5000000,usec_per_iter,0.16,0.14,-0.08296771909801147
alloc,rseq,100,5000000,10000000,usec_per_iter,0.14,0.1,-0.4854268271702414
alloc,rt_sigaction,100,1000000,5000000,usec_per_iter,0.21,0.18,-0.09577920256278913
alloc,rt_sigaction,100,5000000,10000000,usec_per_iter,0.18,0.0,nan
alloc,rt_sigprocmask,100,1000000,5000000,usec_per_iter,0.64,2.21,0.7700077204493114
alloc,rt_sigprocmask,100,5000000,10000000,usec_per_iter,2.21,0.0,nan
alloc,set_robust_list,100,1000000,5000000,usec_per_iter,0.14,0.12,-0.09577920256278913
alloc,set_robust_list,100,5000000,10000000,usec_per_iter,0.12,0.13,0.1154772174199359
alloc,set_tid_address,100,1000000,5000000,usec_per_iter,0.21,0.19,-0.06218534917300232
alloc,set_tid_address,100,5000000,10000000,usec_per_iter,0.19,0.13,-0.5474877953024933
alloc,write,100,1000000,5000000,usec_per_iter,0.14,0.17,0.12063591452702732
alloc,write,100,5000000,10000000,usec_per_iter,0.17,0.1,-0.7655347463629768
alloc,brk,5000,1000000,5000000,usec_per_iter,0.0064,0.0054,-0.10556420690900899
alloc,brk,5000,5000000,10000000,usec_per_iter,0.0054,0.0046,-0.23132554610645573
alloc,clone3,5000,1000000,5000000,usec_per_iter,0.0106,0.0086,-0.12991603853939962
alloc,clone3,5000,5000000,10000000,usec_per_iter,0.0086,0.025,1.5395195299599895
alloc,close,5000,1000000,5000000,usec_per_iter,0.013,0.0,nan
alloc,close,5000,5000000,10000000,usec_per_iter,0.0,0.0108,nan
alloc,execve,5000,1000000,5000000,usec_per_iter,0.1674,0.0,nan
alloc,execve,5000,5000000,10000000,usec_per_iter,0.0,0.0,nan
alloc,faccessat,5000,1000000,5000000,usec_per_iter,0.004,0.0,nan
alloc,faccessat,5000,5000000,10000000,usec_per_iter,0.0,0.0,nan
alloc,fstat,5000,1000000,5000000,usec_per_iter,0.0352,0.02,-0.351249218551764
alloc,fstat,5000,5000000,10000000,usec_per_iter,0.02,0.0398,0.9927684307689238
alloc,futex,5000,1000000,5000000,usec_per_iter,253.2472,232.2636,-0.053741217702537
alloc,futex,5000,5000000,10000000,usec_per_iter,232.2636,252.6294,0.12125946910167586
alloc,getrandom,5000,1000000,5000000,usec_per_iter,0.002,0.0042,0.4609915915347591
alloc,getrandom,5000,5000000,10000000,usec_per_iter,0.0042,0.002,-1.070389327891397
alloc,ioctl,5000,1000000,5000000,usec_per_iter,0.02,0.024600000000000004,0.1286251353873226
alloc,ioctl,5000,5000000,10000000,usec_per_iter,0.024600000000000004,0.0126,-0.9652345818393234
alloc,madvise,5000,1000000,5000000,usec_per_iter,0.0036,0.0034,-0.035514519322775495
alloc,madvise,5000,5000000,10000000,usec_per_iter,0.0034,0.0028,-0.28010791919273503
alloc,mmap,5000,1000000,5000000,usec_per_iter,0.1144,0.0554,-0.4505433105498249
alloc,mmap,5000,5000000,10000000,usec_per_iter,0.0554,0.1122,1.0181147945596039
alloc,mprotect,5000,1000000,5000000,usec_per_iter,0.031,0.0368,0.10656555270923607
alloc,mprotect,5000,5000000,10000000,usec_per_iter,0.0368,0.0316,-0.2197812078799095
alloc,munmap,5000,1000000,5000000,usec_per_iter,0.0712,0.005,-1.6502997011961975
alloc,munmap,5000,5000000,10000000,usec_per_iter,0.005,0.2944,5.879705766282287
alloc,openat,5000,1000000,5000000,usec_per_iter,0.022,0.0,nan
alloc,openat,5000,5000000,10000000,usec_per_iter,0.0,0.0206,nan
alloc,pread64,5000,1000000,5000000,usec_per_iter,0.009,0.0,nan
alloc,pread64,5000,5000000,10000000,usec_per_iter,0.0,0.0104,nan
alloc,prlimit64,5000,1000000,5000000,usec_per_iter,0.0026,0.0024,-0.04973333053431084
alloc,prlimit64,5000,5000000,10000000,usec_per_iter,0.0024,0.002,-0.2630344058337929
alloc,read,5000,1000000,5000000,usec_per_iter,0.011,0.0,nan
alloc,read,5000,5000000,10000000,usec_per_iter,0.0,0.0118,nan
alloc,rseq,5000,1000000,5000000,usec_per_iter,0.002,0.0048,0.5439593106327707
alloc,rseq,5000,5000000,10000000,usec_per_iter,0.0048,0.0086,0.8413022539809414
alloc,rt_sigaction,5000,1000000,5000000,usec_per_iter,0.0018,0.004,0.49614072717481555
alloc,rt_sigaction,5000,5000000,10000000,usec_per_iter,0.004,0.0016,-1.3219280948873622
alloc,rt_sigprocmask,5000,1000000,5000000,usec_per_iter,0.0208,0.0076,-0.6255629568787174
alloc,rt_sigprocmask,5000,5000000,10000000,usec_per_iter,0.0076,0.0058,-0.3899465183160136
alloc,set_robust_list,5000,1000000,5000000,usec_per_iter,0.002,0.0054,0.6171420253845623
alloc,set_robust_list,5000,5000000,10000000,usec_per_iter,0.0054,0.0018,-1.5849625007211565
alloc,set_tid_address,5000,1000000,5000000,usec_per_iter,0.002,0.0074,0.8129128868795358
alloc,set_tid_address,5000,5000000,10000000,usec_per_iter,0.0074,0.002,-1.8875252707415875
alloc,write,5000,1000000,5000000,usec_per_iter,0.003,0.0,nan
alloc,write,5000,5000000,10000000,usec_per_iter,0.0,0.0034,nan
alloc,brk,100000,1000000,5000000,usec_per_iter,0.00024,0.00017,-0.21426144098357555
alloc,brk,100000,5000000,10000000,usec_per_iter,0.00017,0.00049,1.5272470028648677
alloc,clone3,100000,1000000,5000000,usec_per_iter,0.00044,0.00026,-0.326880019311289
alloc,clone3,100000,5000000,10000000,usec_per_iter,0.00026,0.00055,1.0809199953835682
alloc,close,100000,1000000,5000000,usec_per_iter,0.00157,0.00079,-0.4267315611091696
alloc,close,100000,5000000,10000000,usec_per_iter,0.00079,0.00012,-2.718818247455947
alloc,execve,100000,1000000,5000000,usec_per_iter,0.0,0.0,nan
alloc,execve,100000,5000000,10000000,usec_per_iter,0.0,0.0,nan
alloc,faccessat,100000,1000000,5000000,usec_per_iter,0.0,0.0,nan
alloc,faccessat,100000,5000000,10000000,usec_per_iter,0.0,0.0,nan
alloc,fstat,100000,1000000,5000000,usec_per_iter,0.00549,0.00331,-0.3143830912788846
alloc,fstat,100000,5000000,10000000,usec_per_iter,0.00331,0.00159,-1.0578044515228622
alloc,futex,100000,1000000,5000000,usec_per_iter,220.32815,239.3131,0.05135625912198999
alloc,futex,100000,5000000,10000000,usec_per_iter,239.3131,239.70751,0.0023757369423484348
alloc,getrandom,100000,1000000,5000000,usec_per_iter,0.00012,5e-05,-0.5439593106327701
alloc,getrandom,100000,5000000,10000000,usec_per_iter,5e-05,0.00015,1.5849625007211552
alloc,ioctl,100000,1000000,5000000,usec_per_iter,0.00144,0.0011,-0.1673459607871714
alloc,ioctl,100000,5000000,10000000,usec_per_iter,0.0011,0.00161,0.549557164589957
alloc,madvise,100000,1000000,5000000,usec_per_iter,0.00012,9e-05,-0.17874692166080006
alloc,madvise,100000,5000000,10000000,usec_per_iter,9e-05,0.00017,0.9175378398080274
alloc,mmap,100000,1000000,5000000,usec_per_iter,0.00576,0.00703,0.12380050797575072
alloc,mmap,100000,5000000,10000000,usec_per_iter,0.00703,0.00265,-1.407532329621974
alloc,mprotect,100000,1000000,5000000,usec_per_iter,0.00221,0.00259,0.09858433118542649
alloc,mprotect,100000,5000000,10000000,usec_per_iter,0.00259,0.00198,-0.387451667606945
alloc,munmap,100000,1000000,5000000,usec_per_iter,0.02751,0.0257,-0.04228717523646366
alloc,munmap,100000,5000000,10000000,usec_per_iter,0.0257,0.17062,2.7309465041034917
alloc,openat,100000,1000000,5000000,usec_per_iter,0.00102,0.00082,-0.13560856516044986
alloc,openat,100000,5000000,10000000,usec_per_iter,0.00082,0.0,nan
alloc,pread64,100000,1000000,5000000,usec_per_iter,0.0003,0.00255,1.3296978696491941
alloc,pread64,100000,5000000,10000000,usec_per_iter,0.00255,0.0,nan
alloc,prlimit64,100000,1000000,5000000,usec_per_iter,7e-05,9e-05,0.15615043384980323
alloc,prlimit64,100000,5000000,10000000,usec_per_iter,9e-05,0.00012,0.4150374992788423
alloc,read,100000,1000000,5000000,usec_per_iter,0.00102,0.0007,-0.23391866708640563
alloc,read,100000,5000000,10000000,usec_per_iter,0.0007,0.0,nan
alloc,rseq,100000,1000000,5000000,usec_per_iter,0.0002,0.0002,0.0
alloc,rseq,100000,5000000,10000000,usec_per_iter,0.0002,0.00024,0.26303440583379417
alloc,rt_sigaction,100000,1000000,5000000,usec_per_iter,0.00014,6e-05,-0.5264557606361824
alloc,rt_sigaction,100000,5000000,10000000,usec_per_iter,6e-05,0.00012,1.0
alloc,rt_sigprocmask,100000,1000000,5000000,usec_per_iter,0.0027,0.00085,-0.7181207138087605
alloc,rt_sigprocmask,100000,5000000,10000000,usec_per_iter,0.00085,0.00057,-0.5765009219729601
alloc,sched_yield,100000,1000000,5000000,usec_per_iter,0.03516,0.02639,-0.17827585648694066
alloc,sched_yield,100000,5000000,10000000,usec_per_iter,0.02639,0.03096,0.23041412081814208
alloc,set_robust_list,100000,1000000,5000000,usec_per_iter,0.0001,0.00017,0.3296978696491946
alloc,set_robust_list,100000,5000000,10000000,usec_per_iter,0.00017,0.00066,1.9569312781081132
alloc,set_tid_address,100000,1000000,5000000,usec_per_iter,0.00014,0.00019,0.1897442872395895
alloc,set_tid_address,100000,5000000,10000000,usec_per_iter,0.00019,0.00029,0.6100534816839877
alloc,write,100000,1000000,5000000,usec_per_iter,0.0,0.00019,nan
alloc,write,100000,5000000,10000000,usec_per_iter,0.00019,0.00024,0.3370349872775705
alloc,sched_yield,5000,5000000,10000000,usec_per_iter,0.0302,0.0326,0.11032341490599869
baseline,brk,100,1000000,5000000,usec_per_iter,0.49,0.0,nan
baseline,brk,100,5000000,10000000,usec_per_iter,0.0,0.0,nan
baseline,clone3,100,1000000,5000000,usec_per_iter,0.55,0.95,0.33958669803017216
baseline,clone3,100,5000000,10000000,usec_per_iter,0.95,0.93,-0.0306967972229163
baseline,close,100,1000000,5000000,usec_per_iter,0.67,0.0,nan
baseline,close,100,5000000,10000000,usec_per_iter,0.0,0.8,nan
baseline,execve,100,1000000,5000000,usec_per_iter,0.0,0.0,nan
baseline,execve,100,5000000,10000000,usec_per_iter,0.0,0.0,nan
baseline,faccessat,100,1000000,5000000,usec_per_iter,0.0,0.0,nan
baseline,faccessat,100,5000000,10000000,usec_per_iter,0.0,0.0,nan
baseline,fstat,100,1000000,5000000,usec_per_iter,0.95,0.48,-0.4241703736555927
baseline,fstat,100,5000000,10000000,usec_per_iter,0.48,1.17,1.285402218862248
baseline,futex,100,1000000,5000000,usec_per_iter,1.67,3.42,0.44538339696605117
baseline,futex,100,5000000,10000000,usec_per_iter,3.42,4.21,0.299823908180498
baseline,getrandom,100,1000000,5000000,usec_per_iter,0.26,0.0,nan
baseline,getrandom,100,5000000,10000000,usec_per_iter,0.0,0.07,nan
baseline,ioctl,100,1000000,5000000,usec_per_iter,0.27,0.31,0.08583763151936669
baseline,ioctl,100,5000000,10000000,usec_per_iter,0.31,0.32,0.04580368961312474
baseline,madvise,100,1000000,5000000,usec_per_iter,0.18,0.18,0.0
baseline,madvise,100,5000000,10000000,usec_per_iter,0.18,0.0,nan
baseline,mmap,100,1000000,5000000,usec_per_iter,5.67,4.08,-0.20447643663735623
baseline,mmap,100,5000000,10000000,usec_per_iter,4.08,6.05,0.5683659901904611
baseline,mprotect,100,1000000,5000000,usec_per_iter,1.53,0.0,nan
baseline,mprotect,100,5000000,10000000,usec_per_iter,0.0,2.33,nan
baseline,munmap,100,1000000,5000000,usec_per_iter,1.66,6.31,0.8296797682397983
baseline,munmap,100,5000000,10000000,usec_per_iter,6.31,10.63,0.7524296865485559
baseline,openat,100,1000000,5000000,usec_per_iter,0.45,0.0,nan
baseline,openat,100,5000000,10000000,usec_per_iter,0.0,1.82,nan
baseline,pread64,100,1000000,5000000,usec_per_iter,0.39,0.0,nan
baseline,pread64,100,5000000,10000000,usec_per_iter,0.0,0.35,nan
baseline,prlimit64,100,1000000,5000000,usec_per_iter,0.16,0.0,nan
baseline,prlimit64,100,5000000,10000000,usec_per_iter,0.0,0.12,nan
baseline,read,100,1000000,5000000,usec_per_iter,1.98,0.0,nan
baseline,read,100,5000000,10000000,usec_per_iter,0.0,0.97,nan
baseline,rseq,100,1000000,5000000,usec_per_iter,0.21,0.0,nan
baseline,rseq,100,5000000,10000000,usec_per_iter,0.0,0.26,nan
baseline,rt_sigaction,100,1000000,5000000,usec_per_iter,0.14,0.0,nan
baseline,rt_sigaction,100,5000000,10000000,usec_per_iter,0.0,0.0,nan
baseline,rt_sigprocmask,100,1000000,5000000,usec_per_iter,2.83,3.82,0.186384146071009
baseline,rt_sigprocmask,100,5000000,10000000,usec_per_iter,3.82,0.09,-5.4075038265934365
baseline,set_robust_list,100,1000000,5000000,usec_per_iter,0.12,0.0,nan
baseline,set_robust_list,100,5000000,10000000,usec_per_iter,0.0,0.31,nan
baseline,set_tid_address,100,1000000,5000000,usec_per_iter,0.18,0.0,nan
baseline,set_tid_address,100,5000000,10000000,usec_per_iter,0.0,0.16,nan
baseline,write,100,1000000,5000000,usec_per_iter,0.06,0.18,0.6826061944859849
baseline,write,100,5000000,10000000,usec_per_iter,0.18,0.16,-0.16992500144231254
baseline,brk,5000,1000000,5000000,usec_per_iter,0.0152,0.0112,-0.18974428723959005
baseline,brk,5000,5000000,10000000,usec_per_iter,0.0112,0.0064,-0.807354922057604
baseline,clone3,5000,1000000,5000000,usec_per_iter,0.0848,0.0324,-0.5978094044923081
baseline,clone3,5000,5000000,10000000,usec_per_iter,0.0324,0.0272,-0.25238716163428543
baseline,close,5000,1000000,5000000,usec_per_iter,0.0132,0.0496,0.822507034233145
baseline,close,5000,5000000,10000000,usec_per_iter,0.0496,0.015,-1.7253776198909943
baseline,execve,5000,1000000,5000000,usec_per_iter,0.0,0.058,nan
baseline,execve,5000,5000000,10000000,usec_per_iter,0.058,0.0,nan
baseline,faccessat,5000,1000000,5000000,usec_per_iter,0.0,0.004,nan
baseline,faccessat,5000,5000000,10000000,usec_per_iter,0.004,0.0,nan
baseline,fstat,5000,1000000,5000000,usec_per_iter,0.0096,0.0442,0.9487546421101124
baseline,fstat,5000,5000000,10000000,usec_per_iter,0.0442,0.0426,-0.05319293916559358
baseline,futex,5000,1000000,5000000,usec_per_iter,0.0342,0.0498,0.23349104495351838
baseline,futex,5000,5000000,10000000,usec_per_iter,0.0498,0.049,-0.023363993065510055
baseline,getrandom,5000,1000000,5000000,usec_per_iter,0.0012,0.0032,0.609423479734194
baseline,getrandom,5000,5000000,10000000,usec_per_iter,0.0032,0.0014,-1.192645077942396
baseline,ioctl,5000,1000000,5000000,usec_per_iter,0.009,0.0126,0.20906195512216744
baseline,ioctl,5000,5000000,10000000,usec_per_iter,0.0126,0.0018,-2.807354922057604
baseline,madvise,5000,1000000,5000000,usec_per_iter,0.044,0.0034,-1.5908747908291752
baseline,madvise,5000,5000000,10000000,usec_per_iter,0.0034,0.0024,-0.5025003405291839
baseline,mmap,5000,1000000,5000000,usec_per_iter,0.0758,0.199,0.5997165374440544
baseline,mmap,5000,5000000,10000000,usec_per_iter,0.199,0.0944,-1.0759096660691696
baseline,mprotect,5000,1000000,5000000,usec_per_iter,0.0338,0.0496,0.23830060686333696
baseline,mprotect,5000,5000000,10000000,usec_per_iter,0.0496,0.0584,0.2356282484931422
baseline,munmap,5000,1000000,5000000,usec_per_iter,0.0366,0.1872,1.0140989664943032
baseline,munmap,5000,5000000,10000000,usec_per_iter,0.1872,0.187,-0.0015421648084056664
baseline,openat,5000,1000000,5000000,usec_per_iter,0.0078,0.029,0.8159196985144315
baseline,openat,5000,5000000,10000000,usec_per_iter,0.029,0.0112,-1.3725541679573305
baseline,pread64,5000,1000000,5000000,usec_per_iter,0.0,0.0226,nan
baseline,pread64,5000,5000000,10000000,usec_per_iter,0.0226,0.0076,-1.572251448971602
baseline,prlimit64,5000,1000000,5000000,usec_per_iter,0.0024,0.011,0.9459367917722065
baseline,prlimit64,5000,5000000,10000000,usec_per_iter,0.011,0.0018,-2.611434712082348
baseline,read,5000,1000000,5000000,usec_per_iter,0.0028,0.0374,1.610532016932004
baseline,read,5000,5000000,10000000,usec_per_iter,0.0374,0.0194,-0.9469816177005085
baseline,rseq,5000,1000000,5000000,usec_per_iter,0.0022,0.004,0.3714570137418079
baseline,rseq,5000,5000000,10000000,usec_per_iter,0.004,0.0034,-0.23446525363702322
baseline,rt_sigaction,5000,1000000,5000000,usec_per_iter,0.0024,0.0022,-0.05406320822779297
baseline,rt_sigaction,5000,5000000,10000000,usec_per_iter,0.0022,0.0032,0.540568381362703
baseline,rt_sigprocmask,5000,1000000,5000000,usec_per_iter,0.03,0.016,-0.390576520265806
baseline,rt_sigprocmask,5000,5000000,10000000,usec_per_iter,0.016,0.0134,-0.2558389044295898
baseline,set_robust_list,5000,1000000,5000000,usec_per_iter,0.0058,0.0026,-0.49852589300041705
baseline,set_robust_list,5000,5000000,10000000,usec_per_iter,0.0026,0.0022,-0.24100809950379407
baseline,set_tid_address,5000,1000000,5000000,usec_per_iter,0.0036,0.0062,0.33776726793195894
baseline,set_tid_address,5000,5000000,10000000,usec_per_iter,0.0062,0.006,-0.047305714778357225
baseline,write,5000,1000000,5000000,usec_per_iter,0.002,0.001,-0.43067655807339283
baseline,write,5000,5000000,10000000,usec_per_iter,0.001,0.0026,1.378511623253729
baseline,brk,100000,1000000,5000000,usec_per_iter,0.00032,0.00071,0.495169132083074
baseline,brk,100000,5000000,10000000,usec_per_iter,0.00071,0.00051,-0.4773217775331859
baseline,clone3,100000,1000000,5000000,usec_per_iter,0.00067,0.00238,0.7875905274055792
baseline,clone3,100000,5000000,10000000,usec_per_iter,0.00238,0.00078,-1.6094155444456955
baseline,close,100000,1000000,5000000,usec_per_iter,0.00085,0.00298,0.7794287808952377
baseline,close,100000,5000000,10000000,usec_per_iter,0.00298,0.00106,-1.4912480658989626
baseline,execve,100000,1000000,5000000,usec_per_iter,0.0,0.00424,nan
baseline,execve,100000,5000000,10000000,usec_per_iter,0.00424,0.00404,-0.06970897181140379
baseline,faccessat,100000,1000000,5000000,usec_per_iter,0.00015,0.00013,-0.0889135533189035
baseline,faccessat,100000,5000000,10000000,usec_per_iter,0.00013,0.00033,1.3439544012173612
baseline,fstat,100000,1000000,5000000,usec_per_iter,0.0029,0.00496,0.3334673550300023
baseline,fstat,100000,5000000,10000000,usec_per_iter,0.00496,0.00576,0.21572869105543696
baseline,futex,100000,1000000,5000000,usec_per_iter,0.00362,0.00568,0.27989722586693755
baseline,futex,100000,5000000,10000000,usec_per_iter,0.00568,0.00382,-0.5723182914689335
baseline,getrandom,100000,1000000,5000000,usec_per_iter,0.00036,0.0002,-0.36521238897197067
baseline,getrandom,100000,5000000,10000000,usec_per_iter,0.0002,0.0,nan
baseline,ioctl,100000,1000000,5000000,usec_per_iter,0.00029,0.00175,1.1168434209546672
baseline,ioctl,100000,5000000,10000000,usec_per_iter,0.00175,0.00099,-0.8218544917527199
baseline,madvise,100000,1000000,5000000,usec_per_iter,0.00027,0.00026,-0.02344938421748078
baseline,madvise,100000,5000000,10000000,usec_per_iter,0.00026,0.00015,-0.7935491225325724
baseline,mmap,100000,1000000,5000000,usec_per_iter,0.00533,0.00968,0.3707571808149298
baseline,mmap,100000,5000000,10000000,usec_per_iter,0.00968,0.00967,-0.001491157797754243
baseline,mprotect,100000,1000000,5000000,usec_per_iter,0.00233,0.00259,0.06573077924692468
baseline,mprotect,100000,5000000,10000000,usec_per_iter,0.00259,0.00382,0.5606205403491942
baseline,munmap,100000,1000000,5000000,usec_per_iter,0.02192,0.12311,1.072224525871772
baseline,munmap,100000,5000000,10000000,usec_per_iter,0.12311,0.09992,-0.30110257200151946
baseline,openat,100000,1000000,5000000,usec_per_iter,0.00112,0.00241,0.47612775632743515
baseline,openat,100000,5000000,10000000,usec_per_iter,0.00241,0.00239,-0.012022528249212239
baseline,pread64,100000,1000000,5000000,usec_per_iter,0.00026,0.00063,0.5499051448536626
baseline,pread64,100000,5000000,10000000,usec_per_iter,0.00063,0.00041,-0.6197279188818323
baseline,prlimit64,100000,1000000,5000000,usec_per_iter,0.00012,0.00041,0.763412746415352
baseline,prlimit64,100000,5000000,10000000,usec_per_iter,0.00041,0.0,nan
baseline,read,100000,1000000,5000000,usec_per_iter,0.00105,0.00238,0.5084447913099958
baseline,read,100000,5000000,10000000,usec_per_iter,0.00238,0.00203,-0.22948184612276798
baseline,rseq,100000,1000000,5000000,usec_per_iter,0.00019,9e-05,-0.4642704114631791
baseline,rseq,100000,5000000,10000000,usec_per_iter,9e-05,0.00011,0.28950661719498416
baseline,rt_sigaction,100000,1000000,5000000,usec_per_iter,0.00016,0.00013,-0.12901359112649033
baseline,rt_sigaction,100000,5000000,10000000,usec_per_iter,0.00013,0.0,nan
baseline,rt_sigprocmask,100000,1000000,5000000,usec_per_iter,0.00227,0.00039,-1.0944121284479043
baseline,rt_sigprocmask,100000,5000000,10000000,usec_per_iter,0.00039,0.00091,1.2223924213364488
baseline,set_robust_list,100000,1000000,5000000,usec_per_iter,0.00012,0.00012,0.0
baseline,set_robust_list,100000,5000000,10000000,usec_per_iter,0.00012,0.00014,0.22239242133644882
baseline,set_tid_address,100000,1000000,5000000,usec_per_iter,0.00011,0.00013,0.1037965387621038
baseline,set_tid_address,100000,5000000,10000000,usec_per_iter,0.00013,0.00011,-0.24100809950379407
baseline,write,100000,1000000,5000000,usec_per_iter,0.00019,0.00028,0.24093227083380334
baseline,write,100000,5000000,10000000,usec_per_iter,0.00028,0.00011,-1.3479233034203069
kernels,brk,100,1000000,5000000,usec_per_iter,0.27,0.17,-0.28744415573536775
kernels,brk,100,5000000,10000000,usec_per_iter,0.17,0.19,0.16046467219324598
kernels,clone3,100,1000000,5000000,usec_per_iter,0.4,0.0,nan
kernels,clone3,100,5000000,10000000,usec_per_iter,0.0,0.68,nan
kernels,close,100,1000000,5000000,usec_per_iter,3.18,3.67,0.08904379856297262
kernels,close,100,5000000,10000000,usec_per_iter,3.67,3.23,-0.1842458981492879
kernels,execve,100,1000000,5000000,usec_per_iter,0.0,0.0,nan
kernels,execve,100,5000000,10000000,usec_per_iter,0.0,0.0,nan
kernels,faccessat,100,1000000,5000000,usec_per_iter,0.0,0.0,nan
kernels,faccessat,100,5000000,10000000,usec_per_iter,0.0,0.0,nan
kernels,fstat,100,1000000,5000000,usec_per_iter,2.05,4.68,0.5128860892377152
kernels,fstat,100,5000000,10000000,usec_per_iter,4.68,3.02,-0.6319599802583253
kernels,futex,100,1000000,5000000,usec_per_iter,7.09,18.32,0.5898382356770894
kernels,futex,100,5000000,10000000,usec_per_iter,18.32,60.61,1.7261363391115105
kernels,getrandom,100,1000000,5000000,usec_per_iter,0.12,0.08,-0.25192963641259225
kernels,getrandom,100,5000000,10000000,usec_per_iter,0.08,0.18,1.1699250014423126
kernels,ioctl,100,1000000,5000000,usec_per_iter,0.17,1.2,1.2142614409835757
kernels,ioctl,100,5000000,10000000,usec_per_iter,1.2,1.46,0.28293396327149867
kernels,lseek,100,1000000,5000000,usec_per_iter,0.33,0.29,-0.0802837627234638
kernels,lseek,100,5000000,10000000,usec_per_iter,0.29,0.44,0.6014506235097251
kernels,madvise,100,1000000,5000000,usec_per_iter,0.17,0.0,nan
kernels,madvise,100,5000000,10000000,usec_per_iter,0.0,0.38,nan
kernels,mmap,100,1000000,5000000,usec_per_iter,8.71,8.0,-0.05283226431268586
kernels,mmap,100,5000000,10000000,usec_per_iter,8.0,11.65,0.5422580497669184
kernels,mprotect,100,1000000,5000000,usec_per_iter,2.83,2.4,-0.10240095192736712
kernels,mprotect,100,5000000,10000000,usec_per_iter,2.4,2.91,0.2779847472997656
kernels,munmap,100,1000000,5000000,usec_per_iter,4.41,4.85,0.059091447241231256
kernels,munmap,100,5000000,10000000,usec_per_iter,4.85,25.43,2.390474809615616
kernels,newfstatat,100,1000000,5000000,usec_per_iter,0.72,1.2,0.3173938055140145
kernels,newfstatat,100,5000000,10000000,usec_per_iter,1.2,0.63,-0.9296106721086018
kernels,openat,100,1000000,5000000,usec_per_iter,4.3,16.81,0.8471025282727893
kernels,openat,100,5000000,10000000,usec_per_iter,16.81,9.37,-0.8431987715769804
kernels,pread64,100,1000000,5000000,usec_per_iter,0.38,0.24,-0.28552348980237896
kernels,pread64,100,5000000,10000000,usec_per_iter,0.24,0.35,0.5443205162238101
kernels,prlimit64,100,1000000,5000000,usec_per_iter,0.13,0.1,-0.163016083093689
kernels,prlimit64,100,5000000,10000000,usec_per_iter,0.1,0.11,0.13750352374993477
kernels,read,100,1000000,5000000,usec_per_iter,3.09,5.81,0.3923167679076398
kernels,read,100,5000000,10000000,usec_per_iter,5.81,3.64,-0.6745997132058321
kernels,rseq,100,1000000,5000000,usec_per_iter,0.17,0.08,-0.4683447535024087
